Date,Adj Close,Close,High,Low,Open,Volume
1993-06-24,25.160472869873047,44.8125,44.8125,44.34375,44.34375,243700
1993-06-25,25.14293670654297,44.78125,44.90625,44.75,44.78125,44800
1993-06-28,25.423664093017578,45.28125,45.28125,44.9375,45.0,439900
1993-06-29,25.30083465576172,45.0625,45.21875,45.0,45.21875,207500
1993-06-30,25.30083465576172,45.0625,45.21875,45.0,45.125,437600
1993-07-01,25.23065948486328,44.9375,45.125,44.875,45.125,605700
1993-07-02,25.090280532836914,44.6875,44.8125,44.53125,44.78125,285400
1993-07-06,24.827104568481445,44.21875,44.75,44.15625,44.625,246400
1993-07-07,24.897281646728516,44.34375,44.40625,44.1875,44.1875,343700
1993-07-08,25.178016662597656,44.84375,44.9375,44.3125,44.375,248200
1993-07-09,25.248207092285156,44.96875,44.96875,44.75,44.84375,378200
1993-07-12,25.23065948486328,44.9375,44.96875,44.84375,44.90625,373700
1993-07-13,25.213106155395508,44.90625,45.09375,44.65625,44.96875,389600
1993-07-14,25.30083465576172,45.0625,45.1875,44.90625,44.9375,617300
1993-07-15,25.19556999206543,44.875,45.03125,44.78125,45.03125,443800
1993-07-16,25.125381469726562,44.75,44.9375,44.6875,44.90625,216400
1993-07-19,25.107830047607422,44.71875,44.75,44.59375,44.75,188200
1993-07-20,25.178016662597656,44.84375,44.84375,44.46875,44.6875,68500
1993-07-21,25.160472869873047,44.8125,44.8125,44.65625,44.78125,142700
1993-07-22,24.985002517700195,44.5,44.8125,44.5,44.75,632400
1993-07-23,25.107830047607422,44.71875,44.71875,44.5625,44.59375,286200
1993-07-26,25.248207092285156,44.96875,45.0625,44.84375,44.84375,121300
1993-07-27,25.23065948486328,44.9375,45.03125,44.78125,45.0,92800
1993-07-28,25.178016662597656,44.84375,44.9375,44.78125,44.84375,30800
1993-07-29,25.318382263183594,45.09375,45.21875,44.875,44.9375,331000
1993-07-30,25.178016662597656,44.84375,45.09375,44.78125,45.09375,75300
1993-08-02,25.248207092285156,44.96875,45.125,44.90625,44.90625,41300
1993-08-03,25.2657527923584,45.0,45.1875,44.84375,45.0625,81600
1993-08-04,25.2657527923584,45.0,45.09375,44.875,45.0,434000
1993-08-05,25.213106155395508,44.90625,45.0,44.84375,45.0,36800
1993-08-06,25.248207092285156,44.96875,45.0625,44.90625,45.03125,402300
1993-08-09,25.388559341430664,45.21875,45.34375,45.0,45.09375,828200
1993-08-10,25.371021270751953,45.1875,45.21875,45.125,45.1875,604900
1993-08-11,25.371021270751953,45.1875,45.3125,45.15625,45.15625,542200
1993-08-12,25.30083465576172,45.0625,45.3125,44.90625,45.3125,303700
1993-08-13,25.33592414855957,45.125,45.15625,45.09375,45.09375,103500
1993-08-16,25.476299285888672,45.375,45.5,45.15625,45.15625,241800
1993-08-17,25.56401824951172,45.53125,45.53125,45.34375,45.34375,369300
1993-08-18,25.704383850097656,45.78125,45.875,45.65625,45.6875,414300
1993-08-19,25.704383850097656,45.78125,45.8125,45.71875,45.8125,28500
1993-08-20,25.721939086914062,45.8125,45.8125,45.65625,45.6875,80700
1993-08-23,25.669309616088867,45.71875,45.75,45.625,45.625,15600
1993-08-24,25.950037002563477,46.21875,46.21875,45.71875,45.71875,273400
1993-08-25,25.96756935119629,46.25,46.4375,46.15625,46.21875,242300
1993-08-26,25.98513412475586,46.28125,46.53125,46.09375,46.28125,120000
1993-08-27,25.96756935119629,46.25,46.25,46.15625,46.15625,25700
1993-08-30,26.07284164428711,46.4375,46.5,46.28125,46.28125,183500
1993-08-31,26.143033981323242,46.5625,46.5625,46.34375,46.40625,66500
1993-09-01,26.107940673828125,46.5,46.59375,46.40625,46.40625,136500
1993-09-02,26.020212173461914,46.34375,46.59375,46.3125,46.53125,472400
1993-09-03,26.037757873535156,46.375,46.4375,46.25,46.3125,630500
1993-09-07,25.862289428710938,46.0625,46.4375,46.0,46.375,196400
1993-09-08,25.774572372436523,45.90625,46.0625,45.59375,46.0625,269900
1993-09-09,25.82720947265625,46.0,46.03125,45.71875,45.71875,239200
1993-09-10,26.0553035736084,46.40625,46.4375,46.0625,46.125,106500
1993-09-13,26.07284164428711,46.4375,46.5625,46.4375,46.5625,66900
1993-09-14,25.96756935119629,46.25,46.3125,46.09375,46.3125,184500
1993-09-15,26.037757873535156,46.375,46.40625,45.90625,46.0625,101000
1993-09-16,25.93248748779297,46.1875,46.34375,46.15625,46.3125,54300
1993-09-17,25.882198333740234,45.8125,45.90625,45.75,45.875,200900
1993-09-20,25.670331954956055,45.4375,45.96875,45.4375,45.875,57800
1993-09-21,25.582061767578125,45.28125,45.5625,44.8125,45.5,318200
1993-09-22,25.793933868408203,45.65625,45.71875,45.375,45.4375,439700
1993-09-23,25.935161590576172,45.90625,45.9375,45.71875,45.78125,88500
1993-09-24,25.864553451538086,45.78125,45.875,45.71875,45.84375,53500
1993-09-27,26.147018432617188,46.28125,46.28125,46.125,46.125,274600
1993-09-28,26.094072341918945,46.1875,46.3125,46.15625,46.3125,158300
1993-09-29,26.005773544311523,46.03125,46.3125,45.96875,46.1875,221000
1993-09-30,25.95282745361328,45.9375,46.125,45.84375,46.03125,99300
1993-10-01,26.076398849487305,46.15625,46.21875,45.8125,45.875,22700
1993-10-04,26.11171531677246,46.21875,46.21875,46.09375,46.21875,1038500
1993-10-05,26.076398849487305,46.15625,46.3125,46.0,46.3125,436500
1993-10-06,26.05874252319336,46.125,46.375,46.125,46.1875,209200
1993-10-07,25.988126754760742,46.0,46.1875,45.96875,46.1875,59400
1993-10-08,26.023439407348633,46.0625,46.15625,45.71875,46.125,54400
1993-10-11,26.076398849487305,46.15625,46.25,46.15625,46.15625,467100
1993-10-12,26.11171531677246,46.21875,46.25,46.1875,46.21875,26200
1993-10-13,26.11171531677246,46.21875,46.25,46.15625,46.25,139100
1993-10-14,26.44715690612793,46.8125,46.8125,46.28125,46.40625,108100
1993-10-15,26.588407516479492,47.0625,47.15625,46.90625,47.03125,1502500
1993-10-18,26.517776489257812,46.9375,47.03125,46.875,47.03125,722400
1993-10-19,26.323575973510742,46.59375,46.96875,46.59375,46.875,880100
1993-10-20,26.358884811401367,46.65625,46.75,46.5625,46.75,230400
1993-10-21,26.323575973510742,46.59375,46.6875,46.53125,46.6875,56200
1993-10-22,26.199987411499023,46.375,46.84375,46.375,46.65625,390700
1993-10-25,26.27060890197754,46.5,46.5625,46.28125,46.40625,114500
1993-10-26,26.25296401977539,46.46875,46.5,46.3125,46.46875,186200
1993-10-27,26.27060890197754,46.5,46.53125,46.40625,46.40625,118400
1993-10-28,26.464824676513672,46.84375,46.96875,46.5625,46.5625,129600
1993-10-29,26.464824676513672,46.84375,46.875,46.78125,46.8125,80700
1993-11-01,26.535430908203125,46.96875,47.0,46.78125,46.78125,36400
1993-11-02,26.517776489257812,46.9375,47.0,46.65625,46.90625,262100
1993-11-03,26.182336807250977,46.34375,46.90625,46.125,46.90625,479100
1993-11-04,25.89984893798828,45.84375,46.34375,45.8125,46.34375,130400
1993-11-05,26.023439407348633,46.0625,46.0625,45.53125,45.71875,363200
1993-11-08,26.05874252319336,46.125,46.25,45.96875,46.09375,367600
1993-11-09,26.076398849487305,46.15625,46.46875,46.125,46.4375,246900
1993-11-10,26.27060890197754,46.5,46.5,46.03125,46.15625,46500
1993-11-11,26.199987411499023,46.375,46.625,46.34375,46.5,88900
1993-11-12,26.323575973510742,46.59375,46.75,46.4375,46.46875,108200
1993-11-15,26.305910110473633,46.5625,46.6875,46.4375,46.6875,243300
1993-11-16,26.429506301879883,46.78125,46.8125,46.46875,46.65625,492600
1993-11-17,26.28827476501465,46.53125,46.8125,46.40625,46.8125,39600
1993-11-18,26.2176456451416,46.40625,46.5625,46.28125,46.46875,240800
1993-11-19,26.164682388305664,46.3125,46.375,46.21875,46.25,106000
1993-11-22,26.005773544311523,46.03125,46.21875,45.875,46.1875,165300
1993-11-23,26.147018432617188,46.28125,46.3125,46.03125,46.28125,89700
1993-11-24,26.25296401977539,46.46875,46.5,46.34375,46.40625,77200
1993-11-26,26.27060890197754,46.5,46.59375,46.46875,46.59375,1019800
1993-11-29,26.164682388305664,46.3125,46.71875,46.3125,46.625,517500
1993-11-30,26.182336807250977,46.34375,46.5625,46.25,46.28125,230000
1993-12-01,26.2176456451416,46.40625,46.625,46.40625,46.59375,379200
1993-12-02,26.28827476501465,46.53125,46.5625,46.40625,46.5,352000
1993-12-03,26.39419937133789,46.71875,46.71875,46.5,46.5,306000
1993-12-06,26.48247718811035,46.875,46.9375,46.78125,46.78125,99500
1993-12-07,26.464824676513672,46.84375,46.90625,46.78125,46.875,88800
1993-12-08,26.464824676513672,46.84375,46.84375,46.78125,46.84375,146700
1993-12-09,26.376544952392578,46.6875,46.90625,46.625,46.84375,416500
1993-12-10,26.323575973510742,46.59375,46.71875,46.5,46.71875,412900
1993-12-13,26.48247718811035,46.875,46.875,46.53125,46.59375,273200
1993-12-14,26.28827476501465,46.53125,46.90625,46.53125,46.90625,41900
1993-12-15,26.25296401977539,46.46875,46.625,46.46875,46.59375,82600
1993-12-16,26.34123992919922,46.625,46.65625,46.5625,46.65625,78200
1993-12-17,26.485984802246094,46.5625,46.59375,46.375,46.40625,104700
1993-12-20,26.52155113220215,46.625,46.65625,46.5,46.53125,68800
1993-12-21,26.43267059326172,46.46875,46.5625,46.40625,46.5625,205700
1993-12-22,26.610427856445312,46.78125,46.8125,46.5,46.59375,410300
1993-12-23,26.592649459838867,46.75,46.84375,46.6875,46.75,533800
1993-12-27,26.73485565185547,47.0,47.0,46.75,46.75,447100
1993-12-28,26.788177490234375,47.09375,47.125,46.9375,46.96875,880600
1993-12-29,26.75263786315918,47.03125,47.15625,47.0,47.125,266700
1993-12-30,26.6459903717041,46.84375,47.0,46.75,47.0,219900
1993-12-31,26.503767013549805,46.59375,47.0,46.5625,46.9375,312900
1994-01-03,26.43267059326172,46.46875,46.65625,46.40625,46.59375,960900
1994-01-04,26.539323806762695,46.65625,46.65625,46.46875,46.53125,164300
1994-01-05,26.592649459838867,46.75,46.78125,46.53125,46.71875,710900
1994-01-06,26.592649459838867,46.75,46.84375,46.6875,46.8125,201000
1994-01-07,26.75263786315918,47.03125,47.0625,46.71875,46.84375,775500
1994-01-10,27.072607040405273,47.59375,47.59375,46.96875,47.09375,593700
1994-01-11,27.019271850585938,47.5,47.5625,47.34375,47.5625,295200
1994-01-12,26.930391311645508,47.34375,47.53125,47.1875,47.53125,158400
1994-01-13,26.859291076660156,47.21875,47.3125,47.15625,47.21875,244300
1994-01-14,26.965930938720703,47.40625,47.5,47.375,47.375,137200
1994-01-17,26.965930938720703,47.40625,47.46875,47.3125,47.40625,17700
1994-01-18,27.001495361328125,47.46875,47.53125,47.375,47.46875,166400
1994-01-19,26.930391311645508,47.34375,47.46875,47.25,47.40625,200800
1994-01-20,27.001495361328125,47.46875,47.5,47.375,47.40625,281100
1994-01-21,26.94817352294922,47.375,47.53125,47.34375,47.53125,85600
1994-01-24,26.841510772705078,47.1875,47.5625,47.1875,47.34375,373800
1994-01-25,26.841510772705078,47.1875,47.25,47.09375,47.21875,310400
1994-01-26,26.912614822387695,47.3125,47.34375,47.125,47.1875,145100
1994-01-27,27.161483764648438,47.75,47.8125,47.34375,47.40625,344500
1994-01-28,27.232585906982422,47.875,48.03125,47.875,47.9375,356500
1994-01-31,27.428112030029297,48.21875,48.3125,48.0,48.0625,313800
1994-02-01,27.285913467407227,47.96875,48.15625,47.90625,48.15625,303600
1994-02-02,27.463659286499023,48.28125,48.28125,48.09375,48.125,307600
1994-02-03,27.3392333984375,48.0625,48.1875,47.90625,48.1875,466100
1994-02-04,26.717079162597656,46.96875,48.125,46.96875,48.0625,1403200
1994-02-07,26.841510772705078,47.1875,47.3125,46.84375,46.84375,516400
1994-02-08,26.859291076660156,47.21875,47.28125,47.03125,47.28125,188200
1994-02-09,26.965930938720703,47.40625,47.4375,47.1875,47.25,144600
1994-02-10,26.73485565185547,47.0,47.40625,47.0,47.375,883900
1994-02-11,26.823741912841797,47.15625,47.28125,46.8125,47.03125,519400
1994-02-14,26.859291076660156,47.21875,47.375,47.0,47.0625,2742100
1994-02-15,27.001495361328125,47.46875,47.5,47.25,47.3125,374700
1994-02-16,26.983722686767578,47.4375,47.53125,47.34375,47.53125,287600
1994-02-17,26.823741912841797,47.15625,47.6875,47.03125,47.65625,342400
1994-02-18,26.663755416870117,46.875,47.21875,46.75,47.1875,313300
1994-02-22,26.930391311645508,47.34375,47.34375,47.0,47.0,154500
1994-02-23,26.859291076660156,47.21875,47.4375,47.0625,47.40625,391700
1994-02-24,26.503767013549805,46.59375,47.0625,46.5625,47.0625,770800
1994-02-25,26.628206253051758,46.8125,46.8125,46.5625,46.65625,531300
1994-02-28,26.628206253051758,46.8125,47.0625,46.8125,46.9375,333000
1994-03-01,26.52155113220215,46.625,46.90625,46.375,46.8125,423600
1994-03-02,26.557100296020508,46.6875,46.6875,45.90625,46.03125,581500
1994-03-03,26.485984802246094,46.5625,46.625,46.4375,46.625,223200
1994-03-04,26.557100296020508,46.6875,46.8125,46.40625,46.5625,595800
1994-03-07,26.699296951293945,46.9375,47.0,46.84375,46.84375,539800
1994-03-08,26.592649459838867,46.75,46.96875,46.6875,46.96875,880300
1994-03-09,26.717079162597656,46.96875,47.0,46.59375,46.8125,2500100
1994-03-10,26.503767013549805,46.59375,46.9375,46.4375,46.9375,207400
1994-03-11,26.6459903717041,46.84375,46.90625,46.40625,46.65625,576600
1994-03-14,26.681522369384766,46.90625,47.03125,46.84375,47.03125,345900
1994-03-15,26.663755416870117,46.875,47.09375,46.84375,47.0,748600
1994-03-16,26.877050399780273,47.25,47.25,46.78125,46.9375,455500
1994-03-17,26.877050399780273,47.25,47.3125,47.09375,47.09375,133000
1994-03-18,26.871200561523438,46.96875,47.03125,46.71875,46.75,365500
1994-03-21,26.79969024658203,46.84375,46.9375,46.71875,46.8125,324800
1994-03-22,26.871200561523438,46.96875,47.0625,46.75,46.84375,435700
1994-03-23,26.85333251953125,46.9375,47.0625,46.90625,46.9375,698500
1994-03-24,26.531511306762695,46.375,46.84375,46.15625,46.75,1200500
1994-03-25,26.28120994567871,45.9375,46.53125,45.9375,46.40625,100900
1994-03-28,26.316970825195312,46.0,46.0625,45.59375,46.0,1117200
1994-03-29,25.79849624633789,45.09375,46.03125,45.09375,46.0,338400
1994-03-30,25.440919876098633,44.46875,45.25,44.46875,45.125,1123900
1994-03-31,25.512447357177734,44.59375,44.6875,43.53125,44.46875,788800
1994-04-04,25.119115829467773,43.90625,44.03125,43.34375,43.34375,2627300
1994-04-05,25.637596130371094,44.8125,44.8125,44.34375,44.34375,1179000
1994-04-06,25.637596130371094,44.8125,44.90625,44.5,44.875,516500
1994-04-07,25.762746810913086,45.03125,45.125,44.53125,44.78125,666100
1994-04-08,25.566082000732422,44.6875,44.9375,44.46875,44.9375,242400
1994-04-11,25.673351287841797,44.875,45.0625,44.703125,44.8125,203300
1994-04-12,25.637596130371094,44.8125,45.0,44.71875,44.921875,1409200
1994-04-13,25.503494262695312,44.578125,44.90625,44.25,44.796875,364100
1994-04-14,25.512447357177734,44.59375,44.828125,44.40625,44.5,419900
1994-04-15,25.512447357177734,44.59375,44.78125,44.515625,44.578125,387300
1994-04-18,25.342607498168945,44.296875,44.765625,44.15625,44.640625,369100
1994-04-19,25.378358840942383,44.359375,44.53125,43.984375,44.25,472200
1994-04-20,25.351526260375977,44.3125,44.515625,44.078125,44.40625,508000
1994-04-21,25.691232681274414,44.90625,44.96875,44.34375,44.5,200300
1994-04-22,25.664405822753906,44.859375,45.046875,44.734375,45.015625,301800
1994-04-25,25.932579040527344,45.328125,45.359375,44.84375,44.84375,394600
1994-04-26,25.90575408935547,45.28125,45.34375,45.1875,45.265625,399000
1994-04-28,25.718040466308594,44.953125,45.25,44.8125,45.1875,287000
1994-04-29,25.79849624633789,45.09375,45.15625,44.8125,44.875,481900
1994-05-02,25.959407806396484,45.375,45.71875,44.9375,45.09375,275000
1994-05-03,25.932579040527344,45.328125,45.40625,45.0625,45.390625,183400
1994-05-04,25.887893676757812,45.25,45.421875,45.078125,45.421875,401900
1994-05-05,25.852134704589844,45.1875,45.375,45.1875,45.296875,659800
1994-05-06,25.601829528808594,44.75,44.96875,44.59375,44.96875,216300
1994-05-09,25.378358840942383,44.359375,44.75,44.28125,44.625,499300
1994-05-10,25.57501220703125,44.703125,44.84375,44.546875,44.578125,583400
1994-05-11,25.342607498168945,44.296875,44.71875,44.171875,44.65625,210600
1994-05-12,25.467744827270508,44.515625,44.625,44.40625,44.578125,305200
1994-05-13,25.467744827270508,44.515625,44.640625,44.296875,44.640625,321300
1994-05-16,25.476694107055664,44.53125,44.75,44.515625,44.609375,450400
1994-05-17,25.852134704589844,45.1875,45.1875,44.5,44.5625,470200
1994-05-18,26.039854049682617,45.515625,45.6875,45.015625,45.21875,824800
1994-05-19,26.165000915527344,45.734375,45.859375,45.421875,45.421875,531000
1994-05-20,26.066682815551758,45.5625,45.6875,45.5,45.65625,370400
1994-05-23,26.02197265625,45.484375,45.53125,45.34375,45.515625,262700
1994-05-24,26.129241943359375,45.671875,45.84375,45.609375,45.609375,549600
1994-05-25,26.20077133178711,45.796875,45.828125,45.34375,45.5,738200
1994-05-26,26.218643188476562,45.828125,45.9375,45.734375,45.78125,369600
1994-05-27,26.245468139648438,45.875,45.875,45.671875,45.75,162000
1994-05-31,26.209697723388672,45.8125,45.90625,45.65625,45.734375,160000
1994-06-01,26.325908660888672,46.015625,46.015625,45.5625,45.703125,200500
1994-06-02,26.299100875854492,45.96875,46.046875,45.890625,46.046875,55100
1994-06-03,26.451053619384766,46.234375,46.390625,45.859375,46.0,550400
1994-06-06,26.442115783691406,46.21875,46.46875,46.1875,46.328125,99300
1994-06-07,26.4063720703125,46.15625,46.21875,46.03125,46.140625,120600
1994-06-08,26.191823959350586,45.78125,46.265625,45.78125,46.265625,131900
1994-06-09,26.33485221862793,46.03125,46.03125,45.890625,45.984375,80500
1994-06-10,26.379554748535156,46.109375,46.203125,46.078125,46.078125,83100
1994-06-13,26.415300369262695,46.171875,46.1875,46.03125,46.046875,109700
1994-06-14,26.620906829833984,46.53125,46.546875,46.3125,46.3125,161000
1994-06-15,26.513639450073242,46.34375,46.5625,46.3125,46.546875,142800
1994-06-16,26.567258834838867,46.4375,46.46875,46.296875,46.34375,44000
1994-06-17,26.418987274169922,45.875,46.203125,45.8125,46.15625,403800
1994-06-20,26.19400405883789,45.484375,45.625,45.4375,45.546875,137400
1994-06-21,25.969058990478516,45.09375,45.453125,44.90625,45.453125,139200
1994-06-22,26.06805419921875,45.265625,45.421875,45.171875,45.21875,279900
1994-06-23,25.915071487426758,45.0,45.40625,44.9375,45.34375,922500
1994-06-24,25.375185012817383,44.0625,44.78125,44.0,44.78125,353800
1994-06-27,25.816091537475586,44.828125,44.828125,44.015625,44.234375,371200
1994-06-28,25.690114974975586,44.609375,44.84375,44.25,44.84375,5382300
1994-06-29,25.771099090576172,44.75,45.015625,44.625,44.671875,311800
1994-06-30,25.609140396118164,44.46875,44.84375,44.3125,44.828125,271900
1994-07-01,25.663124084472656,44.5625,44.6875,44.375,44.6875,406900
1994-07-05,25.798099517822266,44.796875,44.859375,44.515625,44.65625,112000
1994-07-06,25.762081146240234,44.734375,44.8125,44.46875,44.625,174800
1994-07-07,25.870071411132812,44.921875,44.921875,44.6875,44.734375,66700
1994-07-08,25.861083984375,44.90625,44.984375,44.625,44.640625,148400
1994-07-11,25.771099090576172,44.75,45.015625,44.53125,44.9375,124000
1994-07-12,25.807077407836914,44.8125,44.828125,44.515625,44.765625,257300
1994-07-13,25.852081298828125,44.890625,45.03125,44.828125,44.828125,532700
1994-07-14,26.131025314331055,45.375,45.46875,45.078125,45.109375,494200
1994-07-15,26.14003562927246,45.390625,45.484375,45.328125,45.34375,49100
1994-07-18,26.185016632080078,45.46875,45.578125,45.390625,45.390625,72300
1994-07-19,26.131025314331055,45.375,45.5625,45.375,45.546875,609500
1994-07-20,26.014057159423828,45.171875,45.40625,45.0625,45.40625,185300
1994-07-21,26.06805419921875,45.265625,45.296875,45.078125,45.171875,86300
1994-07-22,26.1130313873291,45.34375,45.40625,45.25,45.375,151600
1994-07-25,26.14902114868164,45.40625,45.453125,45.3125,45.359375,120900
