DATE,LV,LG,SV,SG
4/20/22,2566.89,3721.15,2545.95,2676.64
4/21/22,2539.96,3643.87,2498.5,2607.72
4/22/22,2472.99,3539.53,2433.71,2541.51
4/25/22,2473,3584.03,2438.42,2575.58
4/26/22,2430.1,3443.4,2374.45,2479.6
4/27/22,2433.23,3451.32,2374.8,2471.42
4/28/22,2468.08,3571.83,2419.09,2520.85
4/29/22,2395.26,3417.58,2352.13,2445.39
5/2/22,2395.17,3459.71,2361.54,2480.83
5/3/22,2415.55,3458.91,2397.35,2479.15
5/4/22,2479.96,3571.28,2462.45,2544.67
5/5/22,2424.52,3390.9,2383.8,2423.38
5/6/22,2423.78,3344.61,2357.37,2368.63
5/9/22,2367.81,3196.44,2279.11,2234.72
5/10/22,2359.47,3223.92,2261.45,2235.57
5/11/22,2348,3127.86,2227.27,2167.32
5/12/22,2349.64,3123.64,2242.12,2208.65
5/13/22,2381.41,3241.55,2295.86,2309.97
5/16/22,2388.56,3198.56,2294.88,2276.59
5/17/22,2426.73,3276.29,2363.73,2342.61
5/18/22,2344.67,3120.91,2279.55,2254.1
5/19/22,2324.16,3119.84,2269.08,2277.33
5/20/22,2329.28,3114.34,2259.22,2281.96
5/23/22,2370.3,3172.13,2291.4,2295.72
5/24/22,2378.6,3097.92,2269.62,2241.45
5/25/22,2395.4,3139.77,2315.44,2283.62
5/26/22,2427.76,3225.59,2366.17,2337.24
5/27/22,2466.64,3337.97,2414.75,2414.18
5/31/22,2445.25,3320.7,2391,2373.88
6/1/22,2426.56,3295.32,2377.56,2351.17
6/2/22,2446.61,3397.44,2418.33,2430.34
6/3/22,2426.58,3312.33,2397.91,2398.62
6/6/22,2431.28,3326.18,2415.15,2402.19
6/7/22,2458.42,3355.61,2442.81,2435.1
6/8/22,2426.49,3329.15,2398.58,2406.9
6/9/22,2374.01,3239.09,2346.42,2346.64
6/10/22,2323.69,3115.96,2283.45,2272.03
6/13/22,2245.42,2972.97,2176.92,2155.54
6/14/22,2228.18,2973.65,2168,2146.19
6/15/22,2240.46,3048.39,2189.53,2187.77
6/16/22,2181.01,2927.22,2086.11,2081.53
6/17/22,2170.2,2960.94,2098.22,2118.89
6/21/22,2222.88,3034.2,2129.17,2149.87
6/22/22,2217.8,3035.16,2119.51,2150.77
6/23/22,2223.61,3091.42,2122.19,2212.66
6/24/22,2280.67,3202.57,2195.8,2289.82
6/27/22,2286.38,3173.73,2205.91,2285.35
6/28/22,2265.92,3072.26,2181.14,2232.27
6/29/22,2257.08,3078.49,2155.88,2211.89
6/30/22,2245.29,3037.47,2139.99,2182.03
7/1/22,2271.09,3069.59,2169.48,2210.14
7/5/22,2244.96,3121.93,2157.37,2251.68
7/6/22,2247.21,3137.54,2141.5,2236.08
7/7/22,2270.24,3201.98,2182.24,2302.15
7/8/22,2266.58,3201.33,2174.05,2296.46
7/11/22,2254.3,3141.88,2151.44,2242.87
7/12/22,2241.95,3100.02,2151.91,2222.85
7/13/22,2227.55,3091.93,2143.97,2223.18
7/14/22,2208.17,3096.04,2117.01,2200.62
7/15/22,2253.18,3153.62,2158.99,2246.3
7/18/22,2235.62,3126.93,2162.1,2234.16
7/19/22,2286.84,3226.62,2231.61,2311.48
7/20/22,2281.44,3276.78,2251.38,2365.16
7/21/22,2289.89,3329.08,2257.72,2391.47
7/22/22,2285.5,3269.38,2241.83,2345.53
7/25/22,2303.05,3251.78,2263.12,2341.59
7/26/22,2293.55,3185.6,2249.69,2311.65
7/27/22,2320.31,3316.65,2287.64,2375.81
7/28/22,2340.7,3367.95,2321.63,2416.06
7/29/22,2358.17,3435.2,2347.14,2436.8
8/1/22,2349.95,3429.67,2345.32,2434.66
8/2/22,2331.3,3417.27,2319.21,2443.62
8/3/22,2347.84,3502.98,2336.2,2491.27
8/4/22,2333.09,3519.57,2319.46,2492.06
8/5/22,2339.23,3501.84,2331.02,2517.24
8/8/22,2341.78,3492.73,2349.11,2541.62
8/9/22,2345.52,3454.6,2333.81,2486.83
8/10/22,2379.19,3557.58,2385.09,2573.99
8/11/22,2389.39,3535.13,2407.26,2564.39
8/12/22,2423.87,3606.25,2443.43,2616.28
8/15/22,2427.15,3629.33,2444.69,2624.07
8/16/22,2437.81,3625.94,2462.46,2618.3
8/17/22,2424.45,3589.4,2432.15,2567.06
8/18/22,2431.96,3592.74,2448.85,2579.5
8/19/22,2415.8,3521.95,2410.26,2514.94
8/22/22,2375.37,3431.4,2360.25,2460.2
8/23/22,2371.17,3422.63,2362.08,2461.16
8/24/22,2378.29,3434.57,2370.84,2493.56
8/25/22,2406.6,3492.87,2409.66,2531.2
8/26/22,2342.66,3351.64,2343.58,2438.71
8/29/22,2333.83,3318.56,2329.29,2415.88
8/30/22,2307.65,3283.79,2295.07,2386.75
8/31/22,2288.55,3259.89,2278.01,2376.27
9/1/22,2298.59,3260.11,2260.62,2349.73
9/2/22,2279.95,3217.86,2249.96,2330.69
9/6/22,2271.7,3202.94,2231.64,2319.11
9/7/22,2306.07,3272.73,2274.69,2385.99
9/8/22,2323.82,3294.55,2292.09,2418.61
9/9/22,2349.76,3361.81,2332.38,2466.95
9/12/22,2369.29,3404.88,2359.3,2494.79
9/13/22,2288.81,3228.62,2271.66,2390.39
9/14/22,2291.15,3249.18,2267.86,2402.53
9/15/22,2278.68,3194.79,2253.52,2385.6
9/16/22,2263.89,3164.93,2224.63,2337.76
9/19/22,2277.58,3188.2,2253.67,2350.96
9/20/22,2248.3,3156.1,2217.36,2310.98
9/21/22,2212.67,3098.01,2186.27,2276.14
9/22/22,2202.34,3056.05,2144.38,2212
9/23/22,2162.21,3006.39,2093.37,2165.73
9/26/22,2130.99,2986.11,2055.63,2134.82
9/27/22,2122.14,2987.88,2053.72,2151.75
9/28/22,2166.08,3046.36,2107.24,2224.6
9/29/22,2131.09,2966.46,2059.97,2174.63
9/30/22,2103.27,2917.67,2046.55,2160.54
10/3/22,2161.55,2986.47,2106.01,2219.35
10/4/22,2224.52,3086.03,2191.73,2310.07
10/5/22,2217.32,3083.17,2178.62,2299
10/6/22,2188.97,3061,2159.96,2286.62
10/7/22,2145.69,2946.94,2112.74,2208.22
10/10/22,2134.8,2914.26,2109.22,2177.85
10/11/22,2133.45,2875.49,2113.11,2171.14
10/12/22,2124.53,2871.06,2101.77,2162.03
10/13/22,2185.6,2933.12,2154.24,2194.13
10/14/22,2148.37,2842.52,2106.96,2126.01
10/17/22,2188.05,2944.64,2159.68,2200.62
10/18/22,2216.39,2975.17,2191.55,2231.72
10/19/22,2200.13,2954.87,2159.91,2172.96
10/20/22,2182.54,2933.87,2127.81,2150.97
10/21/22,2236.1,2998.77,2170.95,2193.94
10/24/22,2264.96,3028.14,2187.54,2197.99
10/25/22,2288.59,3099.8,2235.89,2270.99
10/26/22,2303.57,3033.49,2240.46,2277.01
10/27/22,2309.82,2989.92,2249.01,2270.3
10/28/22,2359.37,3070.95,2290.42,2315.97
10/31/22,2349.33,3037.26,2289.91,2311.84
11/1/22,2353.77,3007.18,2298.53,2317.04
11/2/22,2317.83,2898.5,2235.51,2229.62
11/3/22,2312.84,2841.87,2226.66,2217.71
11/4/22,2342.04,2877.39,2266.74,2220.83
11/7/22,2362.66,2906.03,2288.83,2229.95
11/8/22,2376.5,2922.05,2290.35,2239.49
11/9/22,2335.76,2847.33,2241.23,2176.56
11/10/22,2418.59,3074.11,2362.59,2338.96
11/11/22,2419.67,3134.86,2375.41,2379.33
11/14/22,2404.12,3096.05,2349.05,2342.33
11/15/22,2413.33,3141.46,2378.2,2391.21
11/16/22,2398.79,3104.33,2342.92,2335.98
11/17/22,2398.39,3081.71,2333.8,2303.56
11/18/22,2418.84,3082.96,2350.45,2312.11
11/21/22,2421.15,3051.71,2349.23,2291.08
11/22/22,2451.3,3095.73,2387.19,2317.57
11/23/22,2457.24,3128.26,2386.73,2334.99
11/25/22,2464.93,3116.03,2398.99,2339.19
11/28/22,2430.66,3063.2,2353.41,2290.97
11/29/22,2439.11,3040.62,2366.67,2294.32
11/30/22,2485.27,3177.63,2413.43,2373.28
12/1/22,2478.67,3183.34,2405.01,2382.66
12/2/22,2478.3,3175.48,2409.1,2391.06
12/5/22,2436.76,3110.73,2345.45,2326.27
12/6/22,2415.07,3046.15,2325.18,2276.01
12/7/22,2415.69,3033.98,2315.31,2271.86
12/8/22,2426.8,3068.03,2322.82,2300.59
12/9/22,2407.05,3047.71,2304.25,2273.11
12/12/22,2441.36,3092.98,2331.35,2308.77
12/13/22,2447.78,3131.15,2340.18,2338.36
12/14/22,2437.46,3107.14,2326.43,2330.04
12/15/22,2392.31,3006.09,2276.92,2265.71
12/16/22,2369.51,2967.19,2255.13,2244.31
12/19/22,2360.88,2920.82,2236.5,2198.69
12/20/22,2365.66,2921.53,2244.54,2211.47
12/21/22,2397.75,2968.59,2283.57,2248.99
12/22/22,2378.14,2904.14,2258.37,2217.26
12/23/22,2395.53,2914.9,2278.4,2217.15
12/27/22,2401.54,2880.75,2281.37,2194.97
12/28/22,2376.15,2842.89,2239.14,2164.24
12/29/22,2402.05,2915.56,2281,2224.52
12/30/22,2396.73,2907.47,2271.13,2221.46
1/3/23,2392.57,2887.45,2263.39,2201.37
1/4/23,2413.38,2905.93,2297.01,2238.16
1/5/23,2396.56,2854.38,2274.85,2209.89
1/6/23,2447.53,2922.49,2330.55,2253.65
1/9/23,2427.9,2945.95,2327.43,2272.07
1/10/23,2439.97,2973.23,2349.09,2307.64
1/11/23,2455.89,3033.78,2378.41,2346.73
1/12/23,2460.39,3049.95,2405.21,2377.01
1/13/23,2465,3070.1,2412.13,2393.63
1/17/23,2450.96,3078.46,2405.07,2398.68
1/18/23,2404.85,3040.87,2368.99,2371.85
1/19/23,2388.06,3014.35,2346.41,2338.15
1/20/23,2415.44,3097.71,2386.12,2386.59
1/23/23,2432.15,3152.99,2409.99,2433.68
1/24/23,2435.03,3143.19,2402.75,2419.03
1/25/23,2440.09,3135.55,2410.45,2418.42
1/26/23,2455.1,3187.5,2432.43,2439.58
1/27/23,2447.95,3216.4,2441.13,2461.72
1/30/23,2428.32,3155.94,2415.88,2420.76
1/31/23,2459.48,3208.63,2474.38,2480.42
2/1/23,2465.92,3270.19,2504.75,2535.12
2/2/23,2466.23,3371.02,2538.66,2587.12
2/3/23,2452.43,3316.8,2522.2,2550.07
2/6/23,2444.78,3286.12,2493.42,2511.36
2/7/23,2461.96,3348.5,2508.64,2540.25
2/8/23,2445.25,3298.6,2476.38,2507.43
2/9/23,2424.38,3267.11,2443.07,2474.65
2/10/23,2448.9,3246.36,2454.06,2460.54
2/13/23,2468.23,3295.34,2481.55,2491.9
2/14/23,2456.84,3313.25,2477.79,2503.71
2/15/23,2456.65,3338.89,2493.38,2539.74
2/16/23,2435.53,3274.76,2475.26,2500.98
2/17/23,2439.99,3247.15,2476.75,2491.09
2/21/23,2400.98,3167.65,2413.12,2420.24
2/22/23,2394.22,3169.61,2416.59,2432.24
2/23/23,2399.18,3195.35,2426.68,2444.4
2/24/23,2387.32,3141.85,2415.37,2411
2/27/23,2386.65,3162.47,2417.41,2420.04
2/28/23,2375.15,3159.2,2413.21,2422.48
3/1/23,2370.78,3133.65,2418.51,2425.12
3/2/23,2382.92,3164.98,2427.06,2441.17
3/3/23,2411.54,3230.24,2454.7,2484.15
3/6/23,2411.15,3233.83,2421.74,2455.16
3/7/23,2370.72,3189.92,2390.6,2425.79
3/8/23,2367.66,3202.36,2391.15,2427.12
3/9/23,2321.32,3143.73,2324.37,2365.63
3/10/23,2291.9,3088.93,2257.85,2292.37
3/13/23,2272.72,3108.89,2200.41,2278.34
3/14/23,2299.37,3176.53,2236.53,2316.95
3/15/23,2268.04,3175.69,2180.81,2283.25
3/16/23,2292.15,3253.62,2210.69,2316.68
3/17/23,2253.4,3235.36,2152.97,2269.78
3/20/23,2285.73,3245.46,2186.92,2293.25
3/21/23,2310.23,3297.33,2228.04,2336.57
3/22/23,2267.27,3248,2169.77,2276.31
3/23/23,2256.83,3280.2,2150.85,2279.24
3/24/23,2275.45,3288.71,2173.3,2286.66
3/27/23,2294.98,3273.39,2198.68,2306.58
3/28/23,2296.88,3260.36,2207.84,2302.45
3/29/23,2324.07,3315.43,2231.04,2340.41
3/30/23,2331.86,3342.38,2233.09,2346.38
3/31/23,2357.46,3403.27,2272.57,2398.09
4/3/23,2376.16,3399.92,2272.44,2394.58
4/4/23,2355.69,3389.69,2228.52,2364.26
4/5/23,2368.72,3352.98,2216.31,2332.68
4/6/23,2369.94,3374.92,2214.99,2337.7
4/10/23,2377.41,3371.3,2239.41,2363.43
4/11/23,2388.1,3357.3,2258.82,2383.52
4/12/23,2383.31,3336.63,2243.55,2367.04
4/13/23,2397.72,3404.03,2258.7,2398.9
4/14/23,2394.66,3394.23,2243.59,2384.68
4/17/23,2406.55,3400.35,2265.31,2402.46
4/18/23,2408.08,3404.32,2261.17,2402.75
4/19/23,2404.92,3407.68,2269.37,2401.28
4/20/23,2391.08,3385.92,2257.44,2387.66
4/21/23,2391.35,3390.74,2251.6,2399.41
4/24/23,2398.63,3385,2250.41,2394.08
4/25/23,2371.78,3314.68,2202.61,2337.36
4/26/23,2341.82,3331.48,2182.71,2320.18
4/27/23,2374.87,3412.23,2222.7,2344.05
4/28/23,2395.29,3437.89,2246.79,2364.32
5/1/23,2397.34,3432.86,2243.34,2371.11
5/2/23,2362.28,3402.35,2200.62,2330.37
5/3/23,2342.47,3384.47,2192.87,2339.12
5/4/23,2321.76,3368.45,2153.84,2315.19
5/5/23,2358.03,3438.66,2205.49,2362.22
5/8/23,2355.77,3447.6,2198.69,2364.62
5/9/23,2346.47,3431.49,2190.15,2359.45
5/10/23,2342.3,3467.65,2189.94,2373.19
5/11/23,2331.5,3470.07,2177.22,2357.33
5/12/23,2330.29,3458.9,2177.52,2350.27
5/15/23,2337.47,3470.91,2197.22,2384.77
5/16/23,2307.88,3465.67,2163.68,2346.19
5/17/23,2335.19,3507.98,2210.57,2380.79
5/18/23,2341.27,3563.42,2230,2401.1
5/19/23,2341.32,3552.9,2209.4,2387.15
5/22/23,2337.11,3562.33,2223.46,2414.77
5/23/23,2323.02,3505.91,2210.29,2387.1
5/24/23,2301.31,3488.74,2183.65,2362.75
5/25/23,2291.32,3554.41,2179.01,2348.54
5/26/23,2308.15,3621.6,2200.14,2374.06
5/30/23,2300.78,3632.64,2195.77,2375.82
5/31/23,2290.71,3608.91,2163.48,2362.36
6/1/23,2304.81,3656.19,2179.48,2389.41
6/2/23,2350.77,3694.19,2261.41,2445.49
6/5/23,2343.15,3691.44,2233.96,2429.77
6/6/23,2351.05,3697.3,2285.82,2468.74
6/7/23,2370.65,3640.73,2332.81,2482.45
6/8/23,2375.46,3677.66,2321.13,2479.16
6/9/23,2373.59,3687.86,2307.14,2462.99
6/12/23,2381.67,3742.03,2313.87,2490.12
6/13/23,2398.69,3767.82,2341.78,2523.44
6/14/23,2388.94,3786.7,2320.95,2504.57
6/15/23,2416.84,3836.98,2343.91,2526.23
6/16/23,2415.33,3811.99,2335.09,2509.5
6/20/23,2395.21,3804.61,2316.91,2497.16
6/21/23,2395.57,3765.85,2315.15,2483.12
6/22/23,2386.91,3803.01,2293.91,2474.36
6/23/23,2369.07,3773.37,2265.37,2439.73
6/26/23,2377.43,3731.35,2287.09,2439.67
6/27/23,2393.45,3790.03,2323.97,2482.99
6/28/23,2386.55,3799.16,2324.61,2497.1
6/29/23,2404.88,3803.51,2354.52,2519.27
6/30/23,2425.94,3860.43,2363.43,2541.78
7/3/23,2434.75,3858.45,2378.19,2540.92
7/5/23,2423.7,3859.58,2352.89,2521.29
7/6/23,2399.47,3833.15,2325.22,2483.47
7/7/23,2395.6,3819.66,2350.26,2504.04
7/10/23,2409.11,3820.13,2375.39,2554.9
7/11/23,2432.31,3840.97,2404.13,2585.04
7/12/23,2436.97,3885.38,2420.32,2610.02
7/13/23,2443.2,3940.99,2434.55,2631.96
7/14/23,2434.5,3944.84,2408.58,2604.72
7/17/23,2436.58,3972.15,2423.67,2626.34
7/18/23,2453.08,4002.59,2454.64,2638.65
7/19/23,2467.25,4001.08,2472.26,2644.1
7/20/23,2488.24,3921.9,2463.92,2608.99
7/21/23,2495.84,3914.64,2452.2,2610.38
7/24/23,2507.85,3926.15,2464.3,2600.49
7/25/23,2505.24,3949.61,2463.06,2608.86
7/26/23,2507.9,3945.3,2480.49,2616.72
7/27/23,2491.84,3918.21,2452.99,2579.61
7/28/23,2499.99,3981.07,2476.24,2619.02
7/31/23,2504.8,3988.17,2489.9,2649.68
8/1/23,2499.32,3975.37,2484.78,2633.73
8/2/23,2483.9,3892.58,2461.86,2579.42
8/3/23,2477.24,3883.24,2453.37,2572.56
8/4/23,2464.64,3860.84,2453.54,2562.76
8/7/23,2490.26,3889.68,2473.2,2564.83
8/8/23,2479.01,3872.35,2456.84,2541.02
8/9/23,2470.51,3831.63,2443,2522.23
8/10/23,2467.01,3838.37,2433.86,2519.93
8/11/23,2476.58,3817.17,2435.96,2522.14
8/14/23,2474.58,3860.02,2428.31,2533.57
8/15/23,2441.26,3821.67,2391.84,2505.72
8/16/23,2427.59,3787.66,2371.24,2471.32
8/17/23,2416.91,3746.6,2349.13,2428.23
8/18/23,2421.2,3741.97,2356.14,2440.36
8/21/23,2417.75,3793.75,2348.5,2449.39
8/22/23,2403.38,3793.86,2332.01,2449.58
8/23/23,2418.68,3851.1,2355.37,2481.17
8/24/23,2401.38,3777.74,2339.63,2436.14
8/25/23,2413.37,3808.99,2344.38,2455.8
8/28/23,2425.68,3835.96,2367.47,2470.2
8/29/23,2446.29,3911.81,2395.46,2518.81
8/30/23,2449.96,3935.43,2401.09,2537.05
8/31/23,2438.94,3940.7,2400.13,2538.26
9/1/23,2446.11,3945.54,2425.29,2561.86
9/5/23,2423.15,3949.04,2368.55,2520.55
9/6/23,2416.5,3908.98,2356.71,2518.81
9/7/23,2416.61,3887.95,2335.69,2498.74
9/8/23,2422.19,3891.84,2338.26,2484.33
9/11/23,2428.32,3933.46,2338.47,2492.75
9/12/23,2430.02,3890.51,2342.74,2485.36
9/13/23,2427.09,3901.69,2325.29,2466.35
9/14/23,2453.41,3924.37,2358.62,2487.82
9/15/23,2436.05,3860.86,2340.03,2459.2
9/18/23,2437.3,3862.96,2333.58,2447.51
9/19/23,2430.88,3855.84,2329.12,2434.86
9/20/23,2424.48,3798.17,2317.69,2413.29
9/21/23,2393.1,3722.65,2280.66,2359.11
9/22/23,2385,3719.11,2271.43,2355.41
9/25/23,2391.97,3737.21,2282.53,2361.82
9/26/23,2361.88,3676.15,2248.08,2330.67
9/27/23,2359.75,3682.11,2262.23,2354.23
9/28/23,2369.1,3709.97,2285.23,2376.66
9/29/23,2354.13,3712.69,2277.54,2369.53
10/2/23,2331.08,3743.47,2242.11,2344.79
10/3/23,2310.31,3674.56,2204.5,2298.35
10/4/23,2313.15,3726.26,2215.67,2309.13
10/5/23,2305.41,3726.9,2214.39,2305.88
10/6/23,2320.37,3791.34,2227.4,2333.24
10/9/23,2340.74,3807.84,2247.43,2346.13
10/10/23,2354.5,3826.51,2265.99,2380.57
10/11/23,2353.65,3857.41,2275.48,2380.74
10/12/23,2335.28,3837.7,2235.03,2323.58
10/13/23,2340.64,3793.86,2218.62,2307.26
10/16/23,2363.35,3838.01,2255.33,2346.35
10/17/23,2370.12,3827.74,2281.5,2372.91
10/18/23,2345.26,3766.17,2234.97,2315.08
10/19/23,2323.81,3735.96,2202.43,2280.42
10/20/23,2300.59,3680.49,2176.5,2249.68
10/23/23,2283.29,3692.15,2156.69,2231.11
10/24/23,2298.32,3722.2,2167.05,2255.84
10/25/23,2285.04,3639.23,2141.85,2196.47
10/26/23,2278.37,3566.96,2157.56,2193.42
10/27/23,2246.15,3579.33,2128.75,2170.25
10/30/23,2269.54,3627.61,2147.55,2180.91
10/31/23,2287.63,3647.38,2164.32,2201.06
11/1/23,2298.05,3703.74,2179.18,2207
11/2/23,2340.6,3775.93,2232.03,2253.86
11/3/23,2360.25,3816.51,2280.58,2310.03
11/6/23,2353.21,3836.5,2256.01,2283.56
11/7/23,2344.21,3873.93,2242.76,2292.71
11/8/23,2337.91,3889.6,2230,2275.67
11/9/23,2318.78,3857.75,2204.14,2240.97
11/10/23,2343.27,3933.26,2228.21,2266.28
11/13/23,2341.41,3930.87,2223.45,2265.95
11/14/23,2382.91,4010.85,2320.43,2371.02
11/15/23,2393.46,4007.21,2331.29,2379.66
11/16/23,2387.16,4023.87,2303.76,2347.68
11/17/23,2397.53,4020.13,2327.09,2371.32
11/20/23,2404.07,4066.12,2330.24,2393.73
11/21/23,2401.62,4053.89,2311.48,2371.53
11/22/23,2409.57,4073.7,2324.53,2387.87
11/24/23,2418.53,4067.12,2334.59,2401.28
11/27/23,2408.96,4065.78,2332,2396.84
11/28/23,2407.52,4076.72,2321.35,2390.01
11/29/23,2410,4070.29,2333.11,2405.11
11/30/23,2432.11,4068.43,2347.66,2415.12
12/1/23,2453.34,4083.4,2409.36,2487.02
12/4/23,2453.49,4043.04,2429.46,2502.25
12/5/23,2435.91,4062.36,2395.7,2469.98
12/6/23,2431.03,4040.3,2391.62,2463.9
12/7/23,2437.34,4089.68,2409.98,2475.47
12/8/23,2445.88,4109.9,2421.11,2492.83
12/11/23,2468.39,4109.8,2433.48,2503.42
12/12/23,2470.29,4142.1,2426.92,2508.64
12/13/23,2510.12,4190.86,2496.37,2580.16
12/14/23,2533.04,4180.88,2561.81,2641.79
12/15/23,2520.82,4197.85,2537.48,2624.81
12/18/23,2525.39,4227.13,2536.16,2628.34
12/19/23,2542.79,4248.53,2571.25,2673.1
12/20/23,2501.14,4191.67,2529.76,2615.52
12/21/23,2524.54,4238.36,2562.84,2666.6
12/22/23,2534.43,4237.23,2576.77,2682.57
12/26/23,2548.45,4250.92,2597.26,2707.53
12/27/23,2552.3,4258,2598.53,2717.55
12/28/23,2554.35,4258.18,2597.22,2712.12
12/29/23,2549.29,4241.48,2572.55,2675.77
1/2/24,2565.64,4167.79,2567.34,2642.66
1/3/24,2549.23,4128.14,2508.6,2569.28
1/4/24,2545.9,4107.69,2503.52,2568.73
1/5/24,2551.98,4112.79,2513.92,2564.94
1/8/24,2568.95,4200.46,2543.37,2622.47
1/9/24,2554.78,4209.82,2523.49,2607.62
1/10/24,2554.88,4254.72,2529.53,2611.26
1/11/24,2546.38,4262.2,2516.93,2599.33
1/12/24,2546.23,4268.28,2509.51,2592.48
1/16/24,2529.74,4261.62,2484.65,2574.25
1/17/24,2513.45,4240.85,2463.09,2556.03
1/18/24,2520.8,4298.79,2480.8,2575.26
1/19/24,2542.64,4366.01,2505.26,2602.83
1/22/24,2550.65,4373.72,2538.08,2643.13
1/23/24,2558.93,4385.12,2524.79,2640.02
1/24/24,2550.19,4403.41,2511.89,2611.79
1/25/24,2572.31,4411.24,2535.26,2622.87
1/26/24,2574.28,4403.39,2544.79,2623.97
1/29/24,2582.49,4456.13,2567.05,2672.51
1/30/24,2593.63,4433.45,2563.1,2649.88
1/31/24,2569.18,4336.91,2507.42,2598.39
2/1/24,2593.96,4401.14,2532.93,2641.79
2/2/24,2592.58,4491.53,2525.11,2647.03
2/5/24,2574.15,4489.03,2493.39,2616.84
2/6/24,2587.49,4491.68,2504.87,2642.66
2/7/24,2595.57,4549.26,2508.3,2653.16
2/8/24,2595.04,4556.6,2530.27,2694.31
2/9/24,2594.69,4606.14,2546.24,2727.77
2/12/24,2608.49,4576.49,2580.19,2750.5
2/13/24,2574.29,4511.79,2505.06,2673.35
2/14/24,2590.63,4570.19,2542.99,2737.28
2/15/24,2619.22,4575.34,2590.22,2784.52
2/16/24,2612.32,4545.07,2571.19,2753.29
2/20/24,2610.67,4495.33,2555.55,2717.89
2/21/24,2623.47,4483.63,2561.03,2694.68
2/22/24,2644.93,4627.54,2577.58,2741.18
2/23/24,2653.28,4618.86,2585.52,2744.52
2/26/24,2641.6,4605.96,2577.89,2763.93
2/27/24,2645.92,4614.04,2594.79,2792.62
2/28/24,2645.41,4600.12,2587.87,2784.08
2/29/24,2649.06,4637.27,2604.04,2807.04
3/1/24,2664.65,4681.98,2615.23,2838.15
3/4/24,2670.42,4662.26,2617.11,2847.61
3/5/24,2659.03,4586.91,2616.86,2799.71
3/6/24,2675.17,4609.08,2626.56,2826.12
3/7/24,2690.64,4673.37,2646.89,2855.01
3/8/24,2685.22,4624.75,2643.75,2843.75
3/11/24,2695.21,4599.9,2637.8,2817.67
3/12/24,2703.34,4681.37,2642.36,2830
3/13/24,2707.48,4659.35,2652.06,2834.49
3/14/24,2689.6,4660.15,2615.82,2790.24
3/15/24,2688.04,4606.51,2620.52,2785.38
3/18/24,2695.39,4648.73,2615.8,2783.76
3/19/24,2709.46,4675.99,2633.85,2797.34
3/20/24,2729.92,4725,2673.67,2841.54
3/21/24,2751.82,4720.86,2704.35,2870.99
3/22/24,2738.53,4727.12,2676.76,2846.1
3/25/24,2733.78,4709.23,2677.41,2843.79
3/26/24,2731.19,4690.8,2674.02,2841.41
3/27/24,2769.65,4706.34,2728.05,2878.2
3/28/24,2781.1,4698,2741.86,2885.03
4/1/24,2768.49,4698.55,2718.13,2859
4/2/24,2749.44,4663.35,2681.27,2812.28
4/3/24,2749.59,4673.17,2691.73,2824.62
4/4/24,2721.05,4608.26,2665.88,2791.76
4/5/24,2739.81,4677.89,2680.81,2815.51
4/8/24,2739.23,4675.66,2693.47,2830.61
4/9/24,2742.42,4681.67,2699.36,2844.6
4/10/24,2707.74,4652.75,2635.9,2790.75
4/11/24,2704.44,4723.3,2635.45,2801.88
4/12/24,2663.26,4656.33,2594.97,2741.88
4/15/24,2650.09,4569.62,2569.98,2689.96
4/16/24,2639.72,4568.17,2553.43,2681.31
4/17/24,2635.31,4525.32,2538.63,2654.07
4/18/24,2639.09,4501.27,2540.12,2641.56
4/19/24,2657.53,4399.72,2560.31,2629.49
4/22/24,2677.2,4443.7,2582.88,2658.2
4/23/24,2696.82,4517.27,2614.63,2708.87
4/24/24,2697.12,4517.34,2613.86,2705.37
4/25/24,2692.21,4486.75,2596.61,2692.85
4/26/24,2690.62,4575.04,2605.03,2716.25
4/29/24,2702.25,4583.56,2622.3,2731.88
4/30/24,2666.84,4499.48,2574.04,2676.1
5/1/24,2658.41,4485.28,2576.86,2679.64
5/2/24,2672.18,4544.16,2608.41,2717.06
5/3/24,2687.63,4624.56,2630.57,2745.85
5/6/24,2705.9,4688.16,2660.75,2789.01
5/7/24,2714.75,4684.61,2657.09,2791.48
5/8/24,2719.5,4676.35,2660.78,2764.07
5/9/24,2739.71,4689.11,2690.51,2793.25
5/10/24,2748.55,4690.06,2686.2,2780.46
5/13/24,2746.02,4690.79,2689.23,2782.49
5/14/24,2757.1,4716.94,2714.01,2815.42
5/15/24,2779.78,4789.57,2726.47,2849.33
5/16/24,2776.56,4776.24,2708.96,2822.15
5/17/24,2784.16,4776.43,2709.64,2824.81
5/20/24,2770.56,4805.51,2706.57,2841.23
5/21/24,2773.33,4822.32,2703.15,2827.86
5/22/24,2762.77,4813.88,2681.31,2811.93
5/23/24,2726.99,4798.76,2644.09,2768.52
5/24/24,2735.91,4845.79,2666.6,2800.45
5/28/24,2717.73,4872.31,2647.34,2791.24
5/29/24,2687.17,4852.74,2613.72,2756.93
5/30/24,2699.58,4779.96,2645.28,2759.86
5/31/24,2739.4,4784.55,2678.79,2769.83
6/3/24,2723.79,4816.84,2661.32,2753.35
6/4/24,2719.68,4837.23,2624.71,2723.02
6/5/24,2732.78,4924.02,2646.35,2771.4
6/6/24,2729.52,4927.51,2636.43,2758.92
6/7/24,2724.57,4924.42,2615.42,2730.14
6/10/24,2732.82,4938.39,2613.41,2752.29
6/11/24,2717.23,4987.27,2599.3,2747.94
